best_compute,best_price,home_ids,task_name,updated_time,file_name
node2,411653.86092419125,home,task0,31.03.19 17:41:28,1botnet.ipsum
node2,411653.86092419125,home,task0,31.03.19 17:41:29,1botnet.ipsum
node2,411518.7499999996,home,task1,31.03.19 17:41:32,1botnet
node2,411518.7499999996,home,task1,31.03.19 17:41:33,1botnet
node2,411518.7499999996,home,task3,31.03.19 17:41:34,1botnet
node2,411518.7499999996,home,task3,31.03.19 17:41:35,1botnet
node2,411518.7499999996,home,task2,31.03.19 17:41:36,1botnet
node2,411518.7499999996,home,task2,31.03.19 17:41:37,1botnet
node2,411518.7499999996,home,task4,31.03.19 17:41:38,1botnet
node2,411518.7499999996,home,task4,31.03.19 17:41:39,1botnet
node2,411518.7499999996,home,task4,31.03.19 17:41:43,1botnet
node2,411518.7499999996,home,task4,31.03.19 17:41:44,1botnet
node2,411518.7499999996,home,task4,31.03.19 17:41:45,1botnet
node2,411518.7499999996,home,task4,31.03.19 17:41:46,1botnet
node2,411518.7499999996,home,task5,31.03.19 17:41:47,1botnet
node2,411518.7499999996,home,task5,31.03.19 17:41:47,1botnet
node2,411518.7499999996,home,task6,31.03.19 17:41:48,1botnet
node2,411518.7499999996,home,task6,31.03.19 17:41:49,1botnet
node2,411518.7499999996,home,task6,31.03.19 17:41:54,1botnet
node2,411518.7499999996,home,task6,31.03.19 17:41:55,1botnet
node2,412595.2336235776,home,task0,31.03.19 17:42:33,2botnet.ipsum
node2,412595.2336235776,home,task0,31.03.19 17:42:34,2botnet.ipsum
node2,412460.1226993859,home,task1,31.03.19 17:42:37,2botnet
node2,412460.1226993859,home,task1,31.03.19 17:42:38,2botnet
node2,412460.1226993859,home,task3,31.03.19 17:42:39,2botnet
node2,412460.1226993859,home,task3,31.03.19 17:42:40,2botnet
node2,412460.1226993859,home,task2,31.03.19 17:42:41,2botnet
node2,412460.1226993859,home,task2,31.03.19 17:42:42,2botnet
node2,412460.1226993859,home,task4,31.03.19 17:42:43,2botnet
node2,412460.1226993859,home,task4,31.03.19 17:42:43,2botnet
node2,412460.1226993859,home,task4,31.03.19 17:42:48,2botnet
node2,412460.1226993859,home,task4,31.03.19 17:42:48,2botnet
node2,412460.1226993859,home,task4,31.03.19 17:42:50,2botnet
node2,412460.1226993859,home,task4,31.03.19 17:42:50,2botnet
node2,412460.1226993859,home,task5,31.03.19 17:42:51,2botnet
node2,412460.1226993859,home,task5,31.03.19 17:42:52,2botnet
node2,412460.1226993859,home,task6,31.03.19 17:42:53,2botnet
node2,412460.1226993859,home,task6,31.03.19 17:42:54,2botnet
node2,412460.1226993859,home,task6,31.03.19 17:42:59,2botnet
node2,412460.1226993859,home,task6,31.03.19 17:43:00,2botnet
node2,412595.2336235776,home,task0,31.03.19 17:43:39,3botnet.ipsum
node2,412595.2336235776,home,task0,31.03.19 17:43:39,3botnet.ipsum
node2,412460.1226993859,home,task1,31.03.19 17:43:42,3botnet
node2,412460.1226993859,home,task1,31.03.19 17:43:43,3botnet
node2,412460.1226993859,home,task3,31.03.19 17:43:45,3botnet
node2,412460.1226993859,home,task3,31.03.19 17:43:45,3botnet
node2,412460.1226993859,home,task2,31.03.19 17:43:46,3botnet
node2,412460.1226993859,home,task2,31.03.19 17:43:47,3botnet
node2,412460.1226993859,home,task4,31.03.19 17:43:48,3botnet
node2,412460.1226993859,home,task4,31.03.19 17:43:49,3botnet
node2,412460.1226993859,home,task4,31.03.19 17:43:53,3botnet
node2,412460.1226993859,home,task4,31.03.19 17:43:54,3botnet
node2,412460.1226993859,home,task4,31.03.19 17:43:55,3botnet
node2,412460.1226993859,home,task4,31.03.19 17:43:56,3botnet
node2,412460.1226993859,home,task5,31.03.19 17:43:57,3botnet
node2,412460.1226993859,home,task5,31.03.19 17:43:57,3botnet
node2,412460.1226993859,home,task6,31.03.19 17:43:58,3botnet
node2,412460.1226993859,home,task6,31.03.19 17:43:59,3botnet
node2,412460.1226993859,home,task6,31.03.19 17:44:04,3botnet
node2,412460.1226993859,home,task6,31.03.19 17:44:05,3botnet
node2,412595.2336235776,home,task0,31.03.19 17:44:44,4botnet.ipsum
node2,412595.2336235776,home,task0,31.03.19 17:44:44,4botnet.ipsum
node2,412460.1226993859,home,task1,31.03.19 17:44:47,4botnet
node2,412460.1226993859,home,task1,31.03.19 17:44:48,4botnet
node2,412460.1226993859,home,task3,31.03.19 17:44:50,4botnet
node2,412460.1226993859,home,task3,31.03.19 17:44:50,4botnet
node2,412460.1226993859,home,task2,31.03.19 17:44:52,4botnet
node2,412460.1226993859,home,task2,31.03.19 17:44:52,4botnet
node2,412460.1226993859,home,task4,31.03.19 17:44:53,4botnet
node2,412460.1226993859,home,task4,31.03.19 17:44:54,4botnet
node2,412460.1226993859,home,task4,31.03.19 17:44:58,4botnet
node2,412460.1226993859,home,task4,31.03.19 17:44:59,4botnet
node2,412460.1226993859,home,task4,31.03.19 17:45:00,4botnet
node2,412460.1226993859,home,task4,31.03.19 17:45:01,4botnet
node2,412460.1226993859,home,task5,31.03.19 17:45:02,4botnet
node2,412460.1226993859,home,task5,31.03.19 17:45:02,4botnet
node2,412460.1226993859,home,task6,31.03.19 17:45:03,4botnet
node2,412460.1226993859,home,task6,31.03.19 17:45:04,4botnet
node2,412460.1226993859,home,task6,31.03.19 17:45:09,4botnet
node2,412460.1226993859,home,task6,31.03.19 17:45:10,4botnet
node2,414659.20730973326,home,task0,31.03.19 17:45:49,5botnet.ipsum
node2,414659.20730973326,home,task0,31.03.19 17:45:49,5botnet.ipsum
node2,414524.0963855416,home,task1,31.03.19 17:45:52,5botnet
node2,414524.0963855416,home,task1,31.03.19 17:45:53,5botnet
node2,414524.0963855416,home,task3,31.03.19 17:45:55,5botnet
node2,414524.0963855416,home,task3,31.03.19 17:45:55,5botnet
node2,414524.0963855416,home,task2,31.03.19 17:45:57,5botnet
node2,414524.0963855416,home,task2,31.03.19 17:45:57,5botnet
node2,414524.0963855416,home,task4,31.03.19 17:45:58,5botnet
node2,414524.0963855416,home,task4,31.03.19 17:45:59,5botnet
node2,414524.0963855416,home,task4,31.03.19 17:46:03,5botnet
node2,414524.0963855416,home,task4,31.03.19 17:46:04,5botnet
node2,414524.0963855416,home,task4,31.03.19 17:46:05,5botnet
node2,414524.0963855416,home,task4,31.03.19 17:46:06,5botnet
node2,414524.0963855416,home,task5,31.03.19 17:46:07,5botnet
node2,414524.0963855416,home,task5,31.03.19 17:46:07,5botnet
node2,414524.0963855416,home,task6,31.03.19 17:46:09,5botnet
node2,414524.0963855416,home,task6,31.03.19 17:46:10,5botnet
node2,414524.0963855416,home,task6,31.03.19 17:46:14,5botnet
node2,414524.0963855416,home,task6,31.03.19 17:46:15,5botnet
node2,414659.20730973326,home,task0,31.03.19 17:46:54,6botnet.ipsum
node2,414659.20730973326,home,task0,31.03.19 17:46:54,6botnet.ipsum
node2,414524.0963855416,home,task1,31.03.19 17:46:57,6botnet
node2,414524.0963855416,home,task1,31.03.19 17:46:58,6botnet
node2,414524.0963855416,home,task3,31.03.19 17:47:00,6botnet
node2,414524.0963855416,home,task3,31.03.19 17:47:00,6botnet
node2,414524.0963855416,home,task2,31.03.19 17:47:02,6botnet
node2,414524.0963855416,home,task2,31.03.19 17:47:02,6botnet
node2,414524.0963855416,home,task4,31.03.19 17:47:03,6botnet
node2,414524.0963855416,home,task4,31.03.19 17:47:04,6botnet
node2,414524.0963855416,home,task4,31.03.19 17:47:08,6botnet
node2,414524.0963855416,home,task4,31.03.19 17:47:09,6botnet
node2,414524.0963855416,home,task4,31.03.19 17:47:10,6botnet
node2,414524.0963855416,home,task4,31.03.19 17:47:11,6botnet
node2,414524.0963855416,home,task5,31.03.19 17:47:12,6botnet
node2,414524.0963855416,home,task5,31.03.19 17:47:12,6botnet
node2,414524.0963855416,home,task6,31.03.19 17:47:13,6botnet
node2,414524.0963855416,home,task6,31.03.19 17:47:14,6botnet
node2,414524.0963855416,home,task6,31.03.19 17:47:19,6botnet
node2,414524.0963855416,home,task6,31.03.19 17:47:20,6botnet
node2,414659.20730973326,home,task0,31.03.19 17:47:59,7botnet.ipsum
node2,414659.20730973326,home,task0,31.03.19 17:47:59,7botnet.ipsum
node2,414524.0963855416,home,task1,31.03.19 17:48:02,7botnet
node2,414524.0963855416,home,task1,31.03.19 17:48:03,7botnet
node2,414524.0963855416,home,task3,31.03.19 17:48:05,7botnet
node2,414524.0963855416,home,task3,31.03.19 17:48:05,7botnet
node2,414524.0963855416,home,task2,31.03.19 17:48:07,7botnet
node2,414524.0963855416,home,task2,31.03.19 17:48:07,7botnet
node2,414524.0963855416,home,task4,31.03.19 17:48:08,7botnet
node2,414524.0963855416,home,task4,31.03.19 17:48:09,7botnet
node2,414524.0963855416,home,task4,31.03.19 17:48:14,7botnet
node2,414524.0963855416,home,task4,31.03.19 17:48:14,7botnet
node2,414524.0963855416,home,task4,31.03.19 17:48:15,7botnet
node2,414524.0963855416,home,task4,31.03.19 17:48:16,7botnet
node2,414524.0963855416,home,task5,31.03.19 17:48:17,7botnet
node2,414524.0963855416,home,task5,31.03.19 17:48:17,7botnet
node2,416792.89940828347,home,task6,31.03.19 17:48:19,7botnet
node2,416792.89940828347,home,task6,31.03.19 17:48:20,7botnet
node2,416792.89940828347,home,task6,31.03.19 17:48:24,7botnet
node2,416792.89940828347,home,task6,31.03.19 17:48:25,7botnet
node2,416928.0103324751,home,task0,31.03.19 17:49:04,8botnet.ipsum
node2,416928.0103324751,home,task0,31.03.19 17:49:04,8botnet.ipsum
node2,416792.89940828347,home,task1,31.03.19 17:49:07,8botnet
node2,416792.89940828347,home,task1,31.03.19 17:49:08,8botnet
node2,416792.89940828347,home,task3,31.03.19 17:49:10,8botnet
node2,416792.89940828347,home,task3,31.03.19 17:49:10,8botnet
node2,416792.89940828347,home,task2,31.03.19 17:49:11,8botnet
node2,416792.89940828347,home,task2,31.03.19 17:49:12,8botnet
node2,416792.89940828347,home,task4,31.03.19 17:49:13,8botnet
node2,416792.89940828347,home,task4,31.03.19 17:49:14,8botnet
node2,416792.89940828347,home,task4,31.03.19 17:49:18,8botnet
node2,416792.89940828347,home,task4,31.03.19 17:49:19,8botnet
node2,416792.89940828347,home,task5,31.03.19 17:49:20,8botnet
node2,416792.89940828347,home,task5,31.03.19 17:49:20,8botnet
node2,416792.89940828347,home,task4,31.03.19 17:49:21,8botnet
node2,416792.89940828347,home,task4,31.03.19 17:49:22,8botnet
node2,416792.89940828347,home,task6,31.03.19 17:49:23,8botnet
node2,416792.89940828347,home,task6,31.03.19 17:49:24,8botnet
node2,416792.89940828347,home,task6,31.03.19 17:49:29,8botnet
node2,416792.89940828347,home,task6,31.03.19 17:49:30,8botnet
node2,416928.0103324751,home,task0,31.03.19 17:50:09,9botnet.ipsum
node2,416928.0103324751,home,task0,31.03.19 17:50:09,9botnet.ipsum
node2,416792.89940828347,home,task1,31.03.19 17:50:12,9botnet
node2,416792.89940828347,home,task1,31.03.19 17:50:13,9botnet
node2,416792.89940828347,home,task3,31.03.19 17:50:15,9botnet
node2,416792.89940828347,home,task3,31.03.19 17:50:15,9botnet
node2,416792.89940828347,home,task2,31.03.19 17:50:17,9botnet
node2,416792.89940828347,home,task2,31.03.19 17:50:17,9botnet
node2,416792.89940828347,home,task4,31.03.19 17:50:18,9botnet
node2,416792.89940828347,home,task4,31.03.19 17:50:19,9botnet
node2,416792.89940828347,home,task4,31.03.19 17:50:23,9botnet
node2,416792.89940828347,home,task4,31.03.19 17:50:24,9botnet
node2,416792.89940828347,home,task4,31.03.19 17:50:25,9botnet
node2,416792.89940828347,home,task4,31.03.19 17:50:26,9botnet
node2,416792.89940828347,home,task5,31.03.19 17:50:27,9botnet
node2,416792.89940828347,home,task5,31.03.19 17:50:27,9botnet
node2,416792.89940828347,home,task6,31.03.19 17:50:28,9botnet
node2,416792.89940828347,home,task6,31.03.19 17:50:29,9botnet
node2,416792.89940828347,home,task6,31.03.19 17:50:34,9botnet
node2,416792.89940828347,home,task6,31.03.19 17:50:35,9botnet
node2,416928.0103324751,home,task0,31.03.19 17:51:14,10botnet.ipsum
node2,416928.0103324751,home,task0,31.03.19 17:51:14,10botnet.ipsum
node2,416792.89940828347,home,task1,31.03.19 17:51:17,10botnet
node2,416792.89940828347,home,task1,31.03.19 17:51:18,10botnet
node2,419122.09302325523,home,task3,31.03.19 17:51:20,10botnet
node2,419122.09302325523,home,task3,31.03.19 17:51:20,10botnet
node2,419122.09302325523,home,task2,31.03.19 17:51:22,10botnet
node2,419122.09302325523,home,task2,31.03.19 17:51:22,10botnet
node2,419122.09302325523,home,task4,31.03.19 17:51:23,10botnet
node2,419122.09302325523,home,task4,31.03.19 17:51:24,10botnet
node2,419122.09302325523,home,task4,31.03.19 17:51:28,10botnet
node2,419122.09302325523,home,task4,31.03.19 17:51:29,10botnet
node2,419122.09302325523,home,task4,31.03.19 17:51:30,10botnet
node2,419122.09302325523,home,task4,31.03.19 17:51:31,10botnet
node2,419122.09302325523,home,task5,31.03.19 17:51:32,10botnet
node2,419122.09302325523,home,task5,31.03.19 17:51:32,10botnet
node2,419122.09302325523,home,task6,31.03.19 17:51:34,10botnet
node2,419122.09302325523,home,task6,31.03.19 17:51:35,10botnet
node2,419122.09302325523,home,task6,31.03.19 17:51:39,10botnet
node2,419122.09302325523,home,task6,31.03.19 17:51:40,10botnet
node2,419257.2039474469,home,task0,31.03.19 17:52:19,11botnet.ipsum
node2,419257.2039474469,home,task0,31.03.19 17:52:19,11botnet.ipsum
node2,419122.09302325523,home,task1,31.03.19 17:52:22,11botnet
